movie_id,title,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
147,"Long Kiss Goodnight, The (1996)",0.19047046,0.062410865,0.1396427,0.1215478,-0.148737,0.058347806,-0.0663044,0.003782368,-0.019924883,0.021577869,-0.20752609,-0.18294358,0.02863611,0.053194214,-0.39812863,0.10736802,0.13310954,0.015235298,0.23507743,-0.11858821,0.2331139,-0.07427118,0.08406014,0.113139756,0.14061463,-0.03961876,0.034454715,-0.033592146,-0.038207754,0.0867015,0.11640517,-0.016340831,0.08923261,-0.0223445,-0.2295502,-0.23442988,-0.14058901,0.028629454,-0.23739842,0.021492502,-0.1284428,-0.22177628,0.061146144,0.29927817,0.061820667,-0.018880436,-0.000102578764,-0.34323257,-0.23050232,-0.2462337,0.023401566,0.1768813,0.04923933,-0.16000271,-0.32727718,-0.18341191,-0.036135938,-0.24038675,-0.040445395,0.0016599083,-0.29613918,-0.0956503,0.04187598,0.23711148
148,"Ghost and the Darkness, The (1996)",-0.009365684,0.019151717,-0.11748855,0.23022173,-0.3643804,-0.12334063,0.29797962,-0.044813484,-0.4124926,0.0011065546,0.1274124,-0.13129956,-0.046288114,0.12530136,-0.12082021,0.024319839,0.3988094,0.2659992,0.20946893,0.05467889,0.48478615,-0.19474022,0.2247931,0.07999359,0.1126804,0.053606145,-0.24933235,0.19390708,0.08002789,0.18936653,0.061134674,-0.35935026,0.45583537,-0.10536591,0.0327589,-0.13348909,-0.06828911,-0.22565639,-0.015757684,0.165222,-0.42226976,0.09791603,-0.30940446,0.17481802,0.14561081,0.30298448,0.2689851,-0.33442387,-0.6880237,-0.04473382,0.14387262,0.14064364,-0.023307802,-0.036847383,-0.1634952,-0.0044899336,-0.17174058,-0.12003019,-0.08992694,-0.4489396,-0.10729179,0.0074095298,-0.08219746,0.23864944
150,Swingers (1996),0.14605765,0.08760536,0.20800433,0.09195225,-0.18113711,0.03408878,-0.22558813,0.053577933,-0.09389479,0.018157242,-0.30593875,-0.3531756,0.16193938,0.059496347,0.080557376,-0.021892527,0.036789928,0.033969708,0.1868068,0.21954022,0.11827749,0.014597261,-0.01638219,0.07525998,0.2682106,-0.08186555,0.15299597,0.09926711,-0.27450103,0.06317318,-0.18077701,0.14058854,0.30306983,-0.2106613,0.05378342,-0.020107195,-0.21343829,-0.10312395,-0.18302374,0.14847755,-0.11612859,0.048078995,-0.04627813,0.21576622,0.044720557,0.089572266,-0.17127298,-0.16005896,-0.07573902,-0.12835436,0.16056025,0.15444972,0.10481437,-0.23552026,-0.107022576,0.016728548,0.113804445,0.06717772,0.15118355,-0.15309769,-0.09583271,0.08963016,-0.111654125,0.081984475
151,Willy Wonka and the Chocolate Factory (1971),0.11239349,0.016868068,0.14705382,-0.0032461355,-0.15306783,0.1262306,-0.10935933,0.081824616,-0.1834374,-0.036843695,0.029483054,-0.08112898,-0.062279142,-0.1253083,-0.18579838,-0.18011135,0.15335478,0.08995968,0.016046071,0.16269425,0.298036,-0.043085296,-0.09269466,0.2030502,-0.02460645,-0.21226718,-0.085286014,-0.02785984,-0.12029864,0.044369027,0.113022685,-0.017478157,-0.03034068,-0.093460485,0.019159954,-0.13295048,-0.025587277,-0.0733404,-0.076278195,-0.037726525,-0.09534298,-0.09058963,0.08874019,0.030149281,-0.01882263,0.0866355,-0.06500787,-0.15388809,0.01283374,0.022164028,0.13443303,0.1303616,0.018023703,-0.29969242,-0.16256009,0.067751184,-0.054738205,0.06729309,0.0037010112,-0.11586508,-0.07077546,0.12679282,0.037388977,0.2553271
152,Sleeper (1973),0.13103859,-0.19763438,0.077158876,0.023717375,-0.13715142,0.26936105,-0.15836267,-0.021874523,-0.1254269,0.26120475,-0.044980243,-0.17600445,-0.027265823,-0.010596249,-0.32086796,0.32360706,0.11954357,0.16358623,-0.09625398,0.2757649,0.036358587,0.04964206,-0.05878093,-0.047822997,0.02714251,-0.06756979,0.034647718,0.10810472,-0.0116192475,-0.07123037,-0.07300259,-0.037666216,-0.20286465,-0.31852633,-0.009542352,0.17266664,0.19948846,-0.2695255,-0.30384645,0.030588925,-0.019398233,-0.03163135,-0.25679868,0.031042391,0.05075717,0.2264092,-0.023191888,-0.2115409,-0.18700285,0.009759404,-0.16679943,-0.062352628,-0.009253617,-0.22535576,-0.14596246,-0.010597379,0.04330911,0.37692142,0.13883962,-0.060828596,-0.32503882,-0.0039085587,-0.05429405,-0.15910691
153,"Fish Called Wanda, A (1988)",0.06679252,-0.027482547,0.20533587,-0.020921176,-0.124001846,0.057633203,-0.10742835,0.12569328,-0.14137186,0.023981232,-0.1031948,0.008010503,0.03793492,-0.14183436,-0.115242295,-0.12369638,0.030263504,0.071442336,-0.029847292,-0.04122657,0.26447338,-0.0073088035,-0.17411706,-0.017539263,-0.0562247,-0.17431228,0.097072646,0.07097004,-0.004355405,0.15770048,-0.049897507,0.004204669,-0.17365503,-0.16810831,0.1267092,-0.12154926,-0.016004676,-0.19577311,-0.17134053,-0.01752759,-0.014340041,-0.07960851,0.0798031,0.07263616,0.10347844,0.10651904,0.006080542,-0.18013977,0.00810384,-0.06661948,0.07869286,0.005793855,-0.006422388,-0.19546619,-0.24975143,0.041214745,0.046384014,0.10063753,-0.08094555,-0.10412163,-0.09804326,0.12365142,0.00667356,0.080126844
154,Monty Python's Life of Brian (1979),0.06748768,-0.049555037,0.14684807,-0.004985041,-0.015266878,0.14746459,0.014774881,0.099530056,0.010580871,0.059002165,0.11331587,-0.08605409,0.12017651,-0.16494507,-0.13217916,-0.17293312,0.14630644,0.24031037,-0.16064785,0.22170964,0.15556328,-0.061054386,-0.17035057,0.0024399904,-0.030974954,-0.15966007,0.011107169,0.021440722,-0.0035441467,0.1231121,-0.13806072,-0.0191656,0.08944089,-0.1612133,0.008324186,0.05320167,-0.06612148,-0.27958503,0.11577167,0.15982255,-0.18788023,-0.063151725,0.0936737,-0.075468205,0.052274264,-0.10441492,-0.18894644,-0.27074835,-0.0106337145,-0.13126154,0.054059837,0.1500724,-0.09205926,-0.29931325,-0.20918944,0.15201017,0.013599456,0.16683689,0.1057583,-0.021139497,-0.1281286,0.10092419,0.05064254,0.04621253
155,Dirty Dancing (1987),0.0871312,0.24075642,0.3385965,-0.22998227,-0.42872298,-0.21433899,0.14098501,0.26931056,-0.1336335,0.05260338,-0.08144813,0.072851226,0.2851964,-0.027631706,0.036508705,-0.14842334,0.11771639,0.22467749,-0.01143845,-0.003075219,0.12978955,0.09146876,0.15851022,0.1537601,0.22860739,-0.26364148,0.4990071,-0.52776265,0.15064718,0.03463267,0.09815195,0.04985867,-0.10303066,-0.0649665,-0.14573316,-0.08087001,-0.02675106,-0.032165725,-0.23636058,0.057564635,0.09527332,-0.11395614,0.07478803,-0.2907115,-0.061806154,0.06632731,0.007842588,-0.09647462,-0.32565776,-0.00034007995,0.03645509,0.028533796,0.11046291,-0.48921886,-0.22538625,-0.4235039,0.046398614,-0.3430443,0.22294532,-0.27545562,-0.04061538,0.2256139,0.22764796,-0.064188264
156,Reservoir Dogs (1992),-0.066666976,-0.1582654,0.05185909,0.13499235,0.014704547,0.19194488,-0.23503716,-0.012552815,-0.20518765,0.017401526,-0.13714622,0.04465847,-0.02270968,-0.0012035293,-0.15515797,-0.004019553,0.24955395,0.18887544,0.12367928,0.24782512,0.16443555,0.027385646,-0.032409817,-0.04670501,0.041709676,-0.14663386,0.15020308,-0.1726199,-0.11451506,-0.11083315,-0.019927278,-0.12833324,0.050754573,0.039329644,-0.10965404,-0.077329054,-0.16851842,0.005646968,-0.119427636,0.030544238,-0.08188018,-0.095337495,-0.07247586,0.18621601,0.23815441,0.17781875,-0.22230943,-0.069235206,0.07495357,-0.19671622,0.13579789,0.114941545,0.036665916,-0.31585947,-0.24725962,0.029984094,0.16452393,-0.046271592,0.0390508,-0.16668832,-0.120703325,0.2780555,0.032905325,-0.06103914
157,Platoon (1986),0.033101603,0.05707901,0.053862438,-0.07277399,0.1412415,0.0052585835,-0.034197144,0.13124374,-0.3355534,0.012997135,-0.05824119,-0.06371494,0.15707901,-0.059078984,-0.110305786,0.026383352,0.14299309,0.17105767,0.016327411,0.17047723,0.16897641,-0.020853262,-0.1358101,-0.014977983,0.03540725,-0.02676729,0.16895038,-0.10303616,-0.0064228904,0.08216277,0.0001423324,-0.14656368,0.20491834,-0.2695987,0.16179179,-0.0867689,-0.059898626,0.029836716,-0.1376533,0.048540484,-0.088545695,0.020853575,-0.10070036,0.13610011,-0.023676852,0.08205865,0.018565519,-0.40427312,-0.09839296,-0.15351811,0.011207204,-0.06365605,-0.05689134,-0.21269074,-0.16567312,0.093439594,-0.03292662,0.064901955,0.07815655,-0.31415328,-0.01807565,0.17102885,0.038459238,-0.07202508
159,Basic Instinct (1992),-0.11143648,-0.01739872,0.29036936,0.2555991,-0.48765162,-0.17374854,-0.0686133,-0.10963458,-0.18633346,0.20272975,-0.07147487,0.09029104,0.16099824,0.18892853,-0.30729246,-0.058147922,0.2347752,-0.036283493,-0.1842306,0.15051156,0.16284865,-0.03273413,-0.26870233,0.08946169,0.1756297,0.04070841,-0.06606823,0.22267175,0.22355814,0.08783354,0.32690987,-0.00237815,0.08555043,-0.0057626707,0.021224424,-0.14121756,0.006983153,0.15825893,-0.10027326,0.16969717,0.0069628386,-0.068724036,-0.23808739,0.21680203,-0.0839848,-0.1932578,0.14956251,-0.36548895,-0.007598778,-0.28743947,-0.043841947,0.26807886,0.15603083,-0.31469902,-0.04513361,-0.22024669,0.18715605,-0.14519773,0.09196426,-0.22175118,-0.13309088,-0.018739568,-0.009938077,0.1252173
160,Glengarry Glen Ross (1992),-0.121837735,0.059798256,0.24972975,0.101434655,-0.122663304,0.12107882,-0.39879924,-0.03225973,-0.17137362,-0.06052213,-0.16936074,0.10957411,0.09733401,0.009728113,-0.19579117,0.1255293,0.007967775,0.010106998,-0.13232642,0.39646015,-0.05897924,-0.016266538,-0.12895256,-0.095232904,0.3097442,-0.18382286,0.05595908,-0.14763054,-0.16444717,0.20376329,0.07418613,0.22585191,0.092444584,-0.22068213,-0.20267662,-0.2859804,-0.07421006,-0.010697948,-0.04045431,0.024802534,-0.1997901,-0.22208728,0.091129355,0.30804116,0.017098749,0.03483457,0.030321818,-0.07090906,0.037404876,-0.2701024,-0.052275866,-0.07242057,0.12866484,-0.31872818,-0.23020235,-0.046001334,0.20054784,0.13953951,0.10243216,0.019065624,-0.3016784,0.036490206,-0.2534056,-0.35230145
161,Top Gun (1986),0.09133235,0.013853633,0.4272122,0.002102932,0.07707182,0.07844504,0.2277418,-0.010459282,0.03604421,0.18037067,-0.047193963,-0.103975505,0.061485466,-0.058798436,-0.1931783,-0.24840187,0.082833,0.13609605,-0.08230546,0.22880626,0.14479594,-0.07151873,0.007839098,-0.12832873,-0.10971927,0.03379607,0.08043358,-0.04890583,0.05914742,0.007988947,0.22205697,0.118951395,0.05892225,-0.23127829,-0.16881953,-0.15964605,0.055972412,-0.0244724,0.0048228167,-0.015810732,0.11067945,-0.028973531,0.03621162,0.103785776,-0.048083726,0.10698649,0.020327415,-0.15708955,-0.11185629,0.0063280617,0.027472092,0.034784846,-0.05092012,-0.17777185,-0.3587403,-0.15053037,0.15228564,-0.20719938,0.10652288,-0.24271196,-0.2688513,0.11390514,-0.08324895,0.03451267
162,On Golden Pond (1981),0.014519375,-0.02018192,0.3557268,-0.17763488,0.0067743156,0.14408754,-0.006770676,-0.022955552,-0.13627796,-0.06283397,-0.024751043,-0.06532864,0.17529838,-0.08484433,-0.11895837,0.22124773,-0.12067313,0.2763498,-0.22506562,0.1508817,0.49097386,0.3247486,-0.08290941,0.13916141,0.12175116,-0.08495477,0.15493508,-0.0061900355,-0.0055389553,-0.06217585,0.0046285093,-0.04171638,-0.11374582,-0.110593766,0.09794469,0.06907329,0.12384273,-0.08773859,-0.05342742,0.25100988,0.0049429657,0.15941794,0.1223927,0.17688179,0.063619114,0.16161518,0.25691262,0.015836613,-0.30137098,-0.11201433,-0.151412,0.07790037,-0.0742915,-0.21448104,-0.103604965,0.00049720233,-0.018016957,-0.0152111985,-0.13337241,-0.11503368,-0.14471343,0.27634388,-0.09821152,-0.25642842
163,"Return of the Pink Panther, The (1974)",0.19339615,-0.09275419,0.0827216,0.025404353,-0.11033862,0.08192116,-0.030487029,-0.0099021625,-0.10311888,0.05005276,0.25226554,-0.2039328,0.1834021,-0.070175014,-0.19642282,0.2285663,0.05279634,0.09526513,-0.24717037,0.2461737,0.07130604,0.14026636,0.097531125,0.042796325,0.17411299,-0.016202288,0.031808015,-0.16805089,-0.110487424,0.20851897,0.19268052,-0.1036011,0.022051234,-0.17916578,-0.032218613,0.055672966,0.18017815,-0.10818366,0.05338974,0.008034456,0.002511258,0.01795198,0.0031628138,0.25164887,0.019193571,-0.033089384,-0.1223075,-0.22623312,-0.2896248,-0.22459824,-0.18483384,0.11515925,0.11742919,-0.045175422,-0.2171497,-0.07951698,0.13694832,0.14392959,0.1446016,-0.0055779913,-0.21204045,0.14421809,0.13516705,-0.011172237
164,"Abyss, The (1989)",-0.06759928,0.0206811,0.14775498,0.0075999126,-0.21184143,-0.13740212,0.12607585,0.13579893,-0.058348358,0.240863,-0.088278696,-0.05757203,0.20365268,0.059358973,-0.11158836,-0.085795805,0.1275192,0.10280128,0.09505409,0.05221958,-0.098851785,-0.013238976,-0.06367302,-0.03541615,-0.062339135,-0.021770412,0.11350341,-0.056587607,-0.06533345,0.17358862,-0.09436806,-0.06272298,0.10230191,-0.11233517,-0.13093768,-0.07161833,0.06590968,-0.019117026,-0.21631062,-0.09306595,-0.056892693,-0.12191325,0.06518035,0.3789537,0.04464321,0.23996966,0.09821921,-0.1739658,0.027333735,-0.17085007,-0.047971144,0.111910544,-0.016084278,-0.16650468,-0.2165829,-0.15550558,0.14871755,0.030583594,0.06257901,-0.24235678,-0.273432,0.30724788,0.02162504,0.18714929
165,Jean de Florette (1986),0.4518088,-0.32877436,0.5207277,-0.027836483,-0.13628669,-0.04092738,-0.3219263,0.38188872,-0.32800734,-0.18912011,-0.47982293,0.114262536,-0.22528698,-0.124309994,-0.18058355,-0.26481658,0.014549802,0.08292117,0.14189412,0.1627788,0.14794546,0.26377752,-0.011335449,-0.12112034,0.43336898,0.47165212,0.007406974,-0.014511411,-0.11513719,0.23851131,-0.033136945,-0.105228126,-0.25861877,0.09928223,-0.06313326,0.31329665,-0.06452529,-0.43313456,0.34995502,0.18258637,-0.19343138,0.07293623,0.23482564,0.057208862,0.004653824,0.053822886,-0.083046086,-0.17309113,-0.0388991,0.049112953,-0.13246882,-0.20781526,-0.50963,-0.14934519,0.28116855,-0.189384,-0.15015176,-0.043468002,0.031180738,0.30990624,-0.5164583,0.6560555,-0.28366593,0.0667148
166,Manon of the Spring (Manon des sources) (1986),0.43433937,-0.2757831,0.36579376,0.08119233,0.10761761,-0.14432064,-0.25184897,0.33904698,-0.41084465,-0.21044631,-0.40445468,0.07395906,-0.33105448,-0.10343584,-0.34535486,-0.23873645,-0.039086502,-0.0163569,0.42356494,0.14773865,0.06447284,0.09647766,-0.37657306,-0.17540702,0.2024899,0.3051432,0.010936096,0.009403303,-0.23524003,0.5218228,0.1127079,-0.050840665,-0.21558033,-0.015037804,0.13345571,0.023717904,-0.11309397,-0.354958,0.33125332,0.36068985,-0.19355056,0.2547828,0.04633791,0.17768912,-0.032109324,-0.31511864,-0.23336487,-0.059856612,-0.2510613,-0.057347715,-0.15805155,-0.3326133,-0.64432067,-0.16032943,-0.023469264,-0.4692915,-0.17100537,0.009336151,0.014726245,0.055698507,-0.39113548,0.54533845,-0.078658044,0.05238311
168,Monty Python and the Holy Grail (1974),0.08914815,-0.101448216,0.12527032,0.1494115,-0.09941753,0.11424557,-0.063172884,0.19248775,-0.18456148,-0.10558813,0.044053867,-0.01086644,0.061992545,0.010425843,-0.17134951,-0.064121306,0.018837107,0.043679472,-0.030184908,0.08988314,0.19780712,0.078627534,-0.09486896,-0.14891247,0.061598394,-0.15781389,-0.12372895,-0.019059304,-0.11516593,0.028422428,-0.03577755,-0.11215982,-0.15848137,-0.114954636,-0.049189307,0.0054320702,0.12687191,-0.123276375,0.017998144,-0.12611642,-0.023093939,-0.0011525254,-0.017227886,0.20606785,-0.02550025,0.045497395,0.021234462,-0.12696809,0.054451566,-0.08265582,0.14054741,0.0011771754,0.015195542,-0.33296522,-0.26598868,0.08703461,0.21278942,-0.16014993,-0.05685266,-0.07194971,-0.087057754,0.06974501,0.003905135,0.1657941
169,"Wrong Trousers, The (1993)",0.21114077,-0.1796528,-0.024413409,0.12563294,-0.0912079,-0.013230242,-0.27071583,0.18010409,-0.11257995,-0.036831636,-0.092640795,0.08654979,0.3288394,-0.09458951,-0.06852105,-0.056980085,0.19327752,0.1433085,-0.07211746,0.059076015,0.29928246,-0.08158141,-0.2403312,0.06250723,-0.10011216,-0.086539045,0.028964175,-0.13058807,-0.11259172,0.21615954,-0.22422965,0.018563325,-0.22995947,-0.22178964,0.084274404,-0.05241419,-0.133741,-0.20470814,-0.0317845,0.1275796,-0.18320023,-0.085648455,0.028842345,0.07111854,-0.0503141,0.14669402,-0.024761861,-0.3397132,0.06421991,-0.17180562,0.10098163,0.13092412,0.1272277,-0.1320307,-0.042349227,-0.033267714,-0.1810728,0.012996117,0.10339501,-0.036447734,-0.10039222,0.14567317,-0.08766153,-0.14607444
170,Cinema Paradiso (1988),0.07496761,0.0054587605,0.37056836,-0.070560716,0.0664738,-0.07877319,-0.28613383,0.33267203,-0.089588955,-0.23120123,-0.07505342,-0.060077395,0.113764405,-0.05786865,-0.17906727,-0.14191613,0.3006375,0.33907458,-0.08371724,0.17003034,0.10895827,0.23595808,0.0033142106,0.07537344,0.14444326,0.26699054,-0.056867175,0.18131857,-0.033616573,-0.05719096,-0.18335207,-0.23259173,-0.16863742,-0.13360985,0.1528952,0.17046826,0.077099815,-0.047596812,0.029465955,-0.057308663,-0.22095634,-0.023324778,0.037629142,-0.060326643,0.13268416,0.17126612,-0.059334226,-0.10132578,-0.1982449,0.05861421,-0.085979834,0.0796177,-0.00073281623,-0.11558154,-0.21334197,-0.039123185,0.022028739,-0.011461314,-0.04712392,0.16843253,-0.16253065,0.09918282,-0.026713861,-0.02038301
171,Delicatessen (1991),-0.11530069,-0.014732145,0.33762932,-0.16481884,-0.36723,0.17994969,-0.24167296,0.24674007,-0.1872323,0.25850576,0.03533723,0.16627793,0.05063927,-0.14494307,-0.06390716,0.5529501,0.08159516,0.27388823,0.069305316,0.21122226,-0.18574232,0.22688062,-0.078057535,-0.2770583,0.25392282,-0.020341497,0.2829374,-0.036998384,0.03932519,0.17470255,0.015805822,0.26687574,-0.14530654,0.041795004,-0.16105057,-0.02826878,0.018548189,-0.27290618,-0.00805126,0.18894061,-0.39428556,0.078471385,0.08643856,0.015986906,0.18569204,-0.16260564,-0.31180474,-0.3853549,0.29653582,-0.14276244,-0.013372094,-0.051845603,0.21151896,-0.3691978,-0.4426689,-0.07336294,-0.15115274,0.22291481,-0.020895299,0.05551786,-0.32952464,0.06777454,-0.08796043,-0.10872324
172,"Empire Strikes Back, The (1980)",0.0921086,-0.08921693,0.09491283,0.034995392,-0.1841854,0.10634451,-0.0135725895,0.10759368,-0.13643068,-0.052473944,0.06313827,0.059515614,0.11773772,0.09083571,-0.093704425,0.013061629,0.047138475,0.11664152,0.04151037,0.105113484,0.33264518,0.058591615,0.0543458,-0.10533305,0.022169285,0.048779152,-0.10125886,0.025747793,-0.03680286,0.09644983,0.08713769,-0.014168889,-0.07595782,-0.25218582,-0.053260658,0.00060276216,0.15261377,-0.15949073,0.06854285,0.00081996527,-0.063484766,0.0044256775,0.09630724,0.13422203,-0.14862566,0.07309044,-0.074668266,-0.21209432,0.0790385,-0.14527944,0.21603878,0.17419592,-0.009073166,-0.2943339,-0.26202908,-0.09209954,0.17567794,-0.12771977,-0.13677163,-0.021809192,-0.03211861,0.04021593,-0.012432141,0.062008932
173,"Princess Bride, The (1987)",0.1560896,-0.09968935,0.15112036,0.05164043,-0.06933596,0.17903689,-0.060512967,0.08707034,-0.18052247,-0.038846467,-0.017960647,-0.044142142,0.102822326,0.02315187,-0.08580458,-0.13507414,0.1389869,0.10115098,0.12287311,0.10408401,0.16372955,0.104282916,-0.036579054,-0.0792544,0.0044120643,-0.014177795,-0.06896373,0.05562968,-0.007122934,-0.04069287,0.0684267,-0.122347526,-0.19642794,-0.14571157,0.003419584,0.03720605,0.095211186,-0.09767506,-0.023460817,-0.025124587,-0.108005755,-0.061511777,0.13300936,0.06324398,-0.051518384,0.19971,-0.031424493,-0.23378511,0.0016529385,-0.24847561,0.055736627,-0.019200036,0.051756546,-0.25388235,-0.16114701,-0.021772366,0.22439742,-0.038089972,-0.04492363,-0.13360998,-0.014744693,0.1077748,0.015865464,0.14111291
174,Raiders of the Lost Ark (1981),0.0025117346,-0.102193564,0.104591876,-0.04736994,-0.0672656,0.1119396,0.041124597,0.09773845,-0.06319634,-0.11304214,0.010060398,0.07296585,-0.0031660222,0.22068949,-0.15001786,0.10972462,-0.066364765,0.12795798,-0.05764982,0.11757231,0.17185177,0.12040433,-0.028140057,-0.106938764,0.092069894,0.04626387,-0.11683508,-0.051119175,0.012393928,0.09731843,0.1528286,-0.12849881,-0.07963105,-0.3498755,-0.020330997,0.054706153,0.15858372,-0.18182702,0.058599915,0.14127809,0.007206555,-0.057142477,0.065182276,0.13535383,-0.08352646,0.1295449,-0.13541594,-0.24886094,-0.08142,-0.078377694,0.17212246,0.10533546,0.07514163,-0.2858706,-0.20079802,0.03708625,0.24087371,-0.2440078,-0.042740315,-0.012159899,-0.071419135,0.104734644,0.06762329,0.10186815
175,Brazil (1985),0.09984558,-0.2394302,0.10655649,0.08487426,-0.03874659,0.10949726,-0.19147159,0.22195399,-0.1339444,-0.0683427,-0.07614444,0.037068576,0.07463727,-0.10892631,0.01268818,-0.059963837,0.1186949,0.21211708,-0.112554446,0.07594507,0.20307855,-0.041907415,-0.2671746,-0.08862106,-0.00954725,-0.1580742,-0.010874183,0.02834942,0.08146299,-0.043420628,-0.22168848,-0.11105564,-0.042502422,-0.021313516,0.01841106,0.116032,0.04208146,-0.112008125,-0.12924172,0.01006941,-0.08034492,-0.044869337,-0.012579325,0.109414175,0.10719407,0.021174666,-0.09027671,-0.28591326,0.055097125,0.07641415,-0.042709894,0.16705163,0.11722089,-0.18395652,-0.2632529,0.11185264,0.096225224,-0.032556005,0.089479916,-0.06505474,-0.23721558,0.12320803,0.22100678,0.013229194
176,Aliens (1986),0.075522415,-0.044160962,0.17518163,-0.030593656,-0.11637815,0.18653044,-0.10173272,0.079924665,-0.14931127,0.004513092,-0.042994548,-0.0112563465,0.16886958,0.064079344,-0.07830133,-0.18554634,0.0202834,0.11168335,0.04276809,0.05715106,0.17878956,-0.061361387,-0.13349788,-0.03694552,-0.011905399,-0.056058012,-0.07616055,-0.12775283,-0.050834153,0.05604283,0.14560772,-0.10056053,-0.091883086,-0.055992983,0.04656025,-0.10202103,0.119099006,-0.14482339,0.141728,-0.06764694,-0.08191902,-0.05706732,0.01251721,0.1784742,-0.00457685,0.13631664,-0.011472903,-0.14216316,0.08916025,-0.13151179,0.015772473,0.09238161,0.010058393,-0.22101314,-0.24195598,0.096556135,0.11773675,-0.056220263,0.092436746,-0.20994447,-0.069476664,0.19836064,-0.019484248,0.15361916
177,"Good, The Bad and The Ugly, The (1966)",-0.06601242,0.12727605,0.24122353,0.13489124,0.063036226,0.088734865,-0.016837053,0.13063118,-0.13620704,0.26492283,-0.0974093,-0.1025614,0.15983959,-0.007424376,-0.16100109,-0.025182247,0.18235232,-0.044122633,-0.1461984,0.12748702,0.05898006,-0.053494543,-0.07289181,-0.048751514,-0.018657058,-0.19403888,-0.05833572,-0.10543432,-0.05005134,0.13170876,0.039792433,-0.12426688,0.14352901,-0.2582783,-0.017900635,0.03674207,0.05987748,-0.059044827,-0.08602514,-0.14612576,0.043179948,-0.056352224,-0.022866772,0.05690283,0.15255767,0.20245776,-0.04867466,-0.093289666,-0.08134521,-0.23879027,0.0042226566,0.08065895,-0.010411252,-0.055918034,-0.32084322,0.032913897,0.071644254,-0.10087039,0.12278142,-0.2548578,-0.19150856,0.15783875,0.058459077,-0.22596529
178,12 Angry Men (1957),0.027344499,-0.12344267,0.031355467,0.029795289,0.11697622,-0.032423235,-0.30402315,0.04329612,-0.036660437,0.16853479,-0.16195512,-0.0871721,-0.067516655,-0.22765589,-0.13293056,-0.08021012,0.21669239,0.17397532,-0.10641008,0.07521601,0.17021339,-0.03570883,-0.06990549,0.055543113,0.23389162,-0.0069073923,0.11710939,0.10348282,-0.09196709,0.045007024,-0.033767417,-0.05550387,-0.13575639,-0.18569191,-0.013209267,0.10294627,0.041761354,-0.11341085,-0.24166939,0.009014798,-0.07639709,-0.104138404,0.06792602,0.083131574,0.012835782,0.16001147,0.07853545,-0.23260717,-0.017325215,-0.17962974,0.040647,0.11996265,0.0025662817,-0.06347543,-0.14039716,0.038456723,0.13533618,-0.052459493,0.059169754,-0.16204298,0.0845857,0.13167132,-0.13547651,-0.012118122
179,"Clockwork Orange, A (1971)",-0.015937414,-0.17097746,0.104471065,-0.06866153,0.011440779,0.04327361,-0.264357,0.15736827,-0.091783844,-0.16517866,0.032064263,-0.020063058,0.030723618,-0.10466885,-0.19703773,-0.0069773416,0.11350302,0.1158328,-0.028042987,0.11547512,0.03260452,0.014629944,-0.10377908,0.0008116278,0.027655106,-0.14520697,-0.14108005,-0.032577634,0.053472836,0.050131574,-0.19672975,-0.10086666,-0.08168836,0.020790976,0.00084037334,-0.12826477,0.0055472576,-0.21031514,-0.20870674,0.11750502,-0.11822965,-0.0055078072,-0.0089571895,0.048474737,0.095712796,0.16890813,0.17794979,-0.22687499,0.14017665,0.015109042,0.012902355,0.18890919,-0.050068524,-0.18243834,-0.43955377,0.13497718,0.0004926505,-0.13126776,0.190477,-0.12210559,0.021599386,0.1690829,0.10110142,0.111369595
180,Apocalypse Now (1979),0.0017204197,-0.042596675,0.024263432,-0.09031326,-0.021606935,0.07812785,-0.3047649,0.13100187,-0.1214747,0.04049671,-0.114192426,0.001284952,0.0034728851,-0.19579053,-0.062254082,0.015144625,0.112420976,0.07533923,-0.034660693,0.1863049,0.10898415,0.12138464,-0.17482232,-0.104340024,0.15549076,-0.09691363,-0.20381476,-0.011222948,-0.11604355,0.17393096,-0.10476614,-0.07698351,-0.13631019,-0.09657162,0.022275755,-0.14692453,0.14007425,-0.14565116,-0.10633489,0.023122557,-0.053180758,-0.06434358,0.008491604,0.018823626,0.095044665,0.13764149,0.023616763,-0.16767842,-0.019297745,-0.048804145,0.081424095,0.13916293,-0.036142502,-0.06854607,-0.30942583,-0.017596727,0.12853682,-0.09059824,-0.046424977,-0.15931027,-0.013614131,0.07500649,0.007431028,0.12187118
